artist,track,msPlayed,track_id,flag
Big Brother & The Holding Company,I Need a Man to Love,817,5Z27tZEeC8WBiQvoDpx1Sw,a
Bill Bruford,Hell's Bells,214333,0DKvzig7rwfWTZ0gvb0Zfx,a
Bill Bruford,One Of A Kind - Part One,140600,7xiBXbFvDLUV5dEtsxxJn7,a
Bill Evans,Lullaby For Helene - Quartet,159533,5ghiyS7WEp7kljYddZ7zTk,a
Bill Evans,Peace Piece,404160,58yFroDNbzHpYzvicaC0de,a
Bill Evans,The Washington Twist,5324,6ABnkGAmU34Z39MrUZvpgc,a
Bill Frisell,A Hard Rain's A-Gonna Fall,146245,4rTIHSHAUhS7VZdv7RWaQL,a
Bill Frisell,Blues Dream,151573,2d1pPFNNqy4dis7aGvSL3V,a
Bill Frisell,Coffaro's Theme,267466,2kyeWq7YO3QSKDpWwj4xkn,a
Bill Frisell,Messin' with the Kid,179293,2Y8uiyLgsCO6f2x4w1mGyA,a
Bill Frisell,Outlaws,475466,6XpcNZVkuSlurCExNOUNhG,a
Bill Frisell,Pipeline,426173,5PBP5VRLIf2XfLedZr1suU,a
Bill Frisell,Pretty Stars,237573,4iEj3gYqRBz4mSpVGEj0fY,a
Bill Frisell,Rumble,296080,5waUJCkM1jT8hU0htPf7zt,a
Bill Frisell,Smilin' Jones,302440,4DGBln7PhIFONEidBkHr0e,a
Bill Frisell,Surfer Girl,254106,2Ksw2QttWAoNr9Tkz7IXKA,a
Bill Frisell,The Shortest Day,297386,276hkRf4xa0mz7fQWPTjNX,a
Bill Frisell,"Turn, Turn, Turn",160600,32D5dKH2Jgz6wmPSCGXB2f,a
Bill Frisell,You Only Live Twice,37555,7mnnhCIdixuTnWVfwwseml,a
Bill Withers,Grandma's Hands,4598,1qfDfZAvrkSAFrAR2FTQDv,a
Bill Wyman,Come Back Suzanne,203960,2s8MwWqCv2dklJuZ0CyaMc,a
Billie Holiday,All of Me,44531,39KTHe9OM4qY8I13UYG2f8,a
Billie Holiday,Stormy Weather,221280,3mwIoHzwnTnGWjAUVqajLr,a
Billy Cobham,Le Lis,200106,3RvBCuciKe9DkygQFBdStp,a
Billy Cobham,Quadrant 4,11062,4yorEi80D59lHE1xiN0vak,a
Billy Cobham,Red Baron,396666,6ipO2COc25UhJu9tKCkNsd,a
Billy Cobham,Sorcery,144560,4yRlmBsQb1pWLghRsgI7la,a
Billy Cobham,Spectrum,309517,5z4bK30zUHdFObuKWbpgrr,a
Billy Cobham,Stratus,589786,1BYVhbLZ6PAsv36Gc8iPuK,a
Billy F Gibbons,Missin’ Yo’ Kissin’,9486,2YbHdXlXvAgLbZgb7kROJr,a
Billy Joel,52nd Street,1072,4V4JM8brxPHFkaDd4OyTii,a
Billy Joel,Nocturne,166066,4Gsi5C4lnZUrwOpURLXpwK,a
Billy Preston,Outa-Space,250866,17KFO56mkVEKR0v8qOPlkU,a
Billy Squier,All Night Long,25593,5eqTvP4fooKYTc9LdmrpdT,a
Billy Strings,Turmoil & Tinfoil,382998,3kipE3F3ghfvZHPxDvbNQF,a
Björn Meyer,Three Thirteen,192960,3gyKbGXXCzhzFHZUNmjiYP,a
Black Cat Bones,Death Valley Blues,234602,7kqhFEqZvl9ynxwD8No4qM,a
Black Label Society,The Day That Heaven Had Gone Away,26913,5Zq2CZqVeifrytbMoxBSWi,a
