artist,track,msPlayed
The Doors,My Eyes Have Seen You,147200
The Doors,My Eyes Have Seen You - New Stereo Mix,151760
The Doors,Peace Frog,170132
The Doors,People Are Strange,130173
The Doors,Queen of the Highway,167200
The Doors,Riders on the Storm,434720
The Doors,Roadhouse Blues,243826
The Doors,Shaman's Blues,3918
The Doors,Soul Kitchen,213000
The Doors,Spanish Caravan,178306
The Doors,Strange Days,186560
The Doors,The Changeling,259266
The Doors,The Crystal Ship,152000
The Doors,The Spy,1361
The Doors,The WASP (Texas Radio and the Big Beat),253973
The Doors,The WASP (Texas Radio and the Big Beat) - New Stereo Mix,253640
The Doors,Touch Me,190253
The Doors,Waiting for the Sun,238626
The Doors,When the Music's Over,659266
The Doors,Who Scared You - 2019 Remaster,235904
The Dream Syndicate,Dusting Off The Rust,8919
The Dream Syndicate,How Did I Find Myself Here,1648
The Easybeats,Friday on My Mind,163293
The Electric Flag,Easy Rider,50600
The Electric Prunes,I Had Too Much to Dream (Last Night),26832
The Fearless Flyers,Ace of Aces,2582
The Firm,Closer,126446
The Firm,Money Can't Buy,31125
The Firm,Radioactive,63556
The Firm,You've Lost That Lovin' Feeling,2473
The First Edition,Just Dropped In (To See What Condition My Condition Was In),201213
The Flaming Lips,Race for the Prize - 2017 Remaster,45207
The Flying Burrito Brothers,Lazy Days,178400
The Flying Burrito Brothers,Tried So Hard,53681
The Funkees,Acid Rock,173157
The Funkees,Break Through,209680
The Funkees,Breakthrough,203986
The Funkees,Onye Mmanya,2453
The Grass Roots,Let's Live For Today - Uncensored Version,31617
The Growing Concern,Hard Hard Year,246543
The Guardians of Health,Sand dune coccoon,191632
The Guess Who,American Woman,258750
The Guess Who,Hand Me Down World - Single Version,206493
The Guess Who,The Answer - Outtake - 1970,8699
The Hives,Come On!,68133
The Hygrades,In The Jungle (Instrumental),188345
The Hygrades,Rough Rider,233118
The Hykkers,I Want a Break Thru,182786
The Idle Race,Morning Sunshine,5201
The J. Geils Band,"Ice Breaker (For the Big ""M"")",2748
The J. Geils Band,Whammer Jammer,158266
The Jacksons,State of Shock,271000
The Jeremy Spencer Band,Cool Breeze,22423
The Jesus and Mary Chain,April Skies,7837
The Kinks,A Well Respected Man,161586
The Kinks,Arthur (2019 Remaster),307895
The Kinks,Australia (2019 Remaster),405583
The Kinks,Big Sky (2018 Stereo Remaster),101444
The Kinks,Brainwashed (2019 Remaster),154209
The Kinks,Dead End Street - Mono Mix,200531
The Kinks,Destroyer,226966
The Kinks,Do You Remember Walter? (2018 Stereo Remaster),149533
The Kinks,Drivin' (2019 Remaster),199507
The Kinks,Fancy - Stereo Mix,146066
The Kinks,I'm Not Like Everybody Else - Mono Mix,20785
The Kinks,Johnny Thunder (2018 Stereo Remaster),153386
The Kinks,Last of the Steam-Powered Trains (2018 Stereo Remaster),253066
The Kinks,Living on a Thin Line,252641
The Kinks,Lola - 2020 Stereo Remaster,3869
The Kinks,Low Budget,61695
The Kinks,Mr. Churchill Says (2019 Remaster),282889
The Kinks,Nothin' in the World Can Stop Me Worryin' 'Bout That Girl,4055
The Kinks,Nothing to Say (2019 Remaster),188594
The Kinks,Picture Book (2018 Stereo Remaster),159266
The Kinks,Shangri-La (2019 Remaster),320527
The Kinks,Shangri-La - 2019 Remaster,320527
The Kinks,She's Bought a Hat Like Princess Marina (2019 Remaster),187280
The Kinks,Some Mother's Son (2019 Remaster),204348
The Kinks,Strangers - 2020 Stereo Remaster,201022
The Kinks,Sunny Afternoon,212946
The Kinks,The Contenders - 2014 Remastered Version,163320
The Kinks,The Village Green Preservation Society (2018 Stereo Remaster),171693
The Kinks,This Time Tomorrow - 2020 Stereo Remaster,203973
The Kinks,Tired of Waiting for You,10009
The Kinks,Victoria (2019 Remaster),219344
The Kinks,Victoria - Mono Mix,220053
The Kinks,Village Green (2018 Stereo Remaster),22838
The Kinks,Waterloo Sunset,194520
The Kinks,"Yes Sir, No Sir (2019 Remaster)",226283
The Kinks,You Really Got Me,131573
The Kinks,Young and Innocent Days (2019 Remaster),201533
The Left Banke,Pretty Ballerina,131087
The Lemon Pipers,Green Tambourine,1114
The Limiñanas,Athen I.A,68517
The Lounge Lizards,Do The Wrong Thing,162306
The Lovin' Spoonful,(Till I) Run With You,37632
The Lovin' Spoonful,Do You Believe in Magic?,31061
The Magnetic Fields,The Book of Love,18943
The Mamas & The Papas,California Dreamin' - Single Version,162373
The Mamas & The Papas,Meditation Mama (Transcendental Woman Travels),46243
The Mamas & The Papas,Safe In My Garden,13567
The Marshall Tucker Band,Ab's Song,75000
The Meters,Cissy Strut,186853
The Modern Lovers,Roadrunner,246440
The Monkees,Last Train to Clarksville - Original Stereo Version; 2006 Remaster,2837
The Moody Blues,Ride My See-Saw,219226
The Moody Blues,The Story In Your Eyes,176573
The Mothers Of Invention,Directly From My Heart To You,317493
The Mothers Of Invention,Get A Little,153520
The Mothers Of Invention,"Hungry Freaks, Daddy",210466
The Mothers Of Invention,My Guitar Wants To Kill Your Mama,216013
The Mothers Of Invention,Trouble Every Day,350053
The Mothers Of Invention,Who Needs The Peace Corps?,154133
The Mystery Lights,Intro,65426
The Notting Hillbillies,Run Me Down,25613
The Olympians,Pluto's Lament,165880
The Open Mind,Magic Potion - Bonus,204373
The Overlanders,Michelle,143253
The Ozark Mountain Daredevils,If You Wanna Get To Heaven,184466
The Paul Butterfield Blues Band,Blues with a Feeling,264680
The Paul Butterfield Blues Band,East-West,791800
The Paul Butterfield Blues Band,Mystery Train,155280
The Paul Butterfield Blues Band,One More Headache,220480
The Paul Butterfield Blues Band,One Night Stand,129115
The Paul Butterfield Blues Band,Work Song,474600
The Peanut Butter Conspiracy,Flight of the Psychedelic Bumble Bee,122666
The Police,Behind My Camel,6143
The Police,Canary In A Coalmine,146666
The Police,"De Do Do Do, De Da Da Da",1139
The Police,Don't Stand So Close To Me,11583
The Police,Every Little Thing She Does Is Magic,1592
The Police,Next To You,171973
The Police,Roxanne,191946
The Police,Shadows In The Rain,62919
The Police,Spirits In The Material World,32858
The Police,Synchronicity I,203000
The Police,"When The World Is Running Down, You Make The Best Of What's Still Around",216666
The Pool,Jamaica Running,73777
The Pretty Things,Baron Saturday,241466
The Pretty Things,Bracelets Of Fingers,1432
The Pretty Things,Cries from the Midnight Circus,49727
The Pretty Things,Defecting Grey,270986
The Pretty Things,Don't Bring Me Down - Remastered,130346
The Pretty Things,Get Yourself Home - Remastered,5948
The Pretty Things,L.S.D.,118664
The Pretty Things,Midnight To Six Man,139240
The Pretty Things,Mr Evasion,210333
The Pretty Things,S.F. Sorrow Is Born,192733
The Pretty Things,She Says Good Morning,203506
The Pretty Things,"She Was Tall, She Was High",95840
The Pretty Things,She's a Lover,212066
The Pretty Things,Talkin' About The Good Times,225693
The Pretty Things,The Good Mr. Square,86693
The Psychedelic Aliens,Gbomei Adesai,188586
The Radiators,Law Of The Fish,59266
The Raveonettes,Do You Believe Her,6276
The Raveonettes,Love In a Trashcan,171586
The Replacements,Alex Chilton - 2008 Remaster,194373
The Rolling Stones,(I Can't Get No) Satisfaction - Live,137933
The Rolling Stones,(I Can't Get No) Satisfaction - Live At University Of Leeds / 1971,331040
The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,222813
The Rolling Stones,(Walkin' Thru The) Sleepy City,170613
The Rolling Stones,19th Nervous Breakdown - Live,210826
The Rolling Stones,19th Nervous Breakdown - Mono,237702
The Rolling Stones,19th Nervous Breakdown - Mono Version,236533
The Rolling Stones,2000 Light Years From Home,284266
The Rolling Stones,2000 Light Years From Home - Stereo / Remastered,284893
The Rolling Stones,2000 Man - Mono,188173
The Rolling Stones,2000 Man - Remastered 2017 / Stereo,187626
The Rolling Stones,2120 South Michigan Avenue - Long Version,218466
The Rolling Stones,Ain't Too Proud To Beg - Remastered,210560
The Rolling Stones,All About You - Remastered,257933
The Rolling Stones,All Down The Line,229493
The Rolling Stones,All Sold Out,137666
The Rolling Stones,Angie - Remastered,200948
The Rolling Stones,Angie - Remastered 2009,272000
The Rolling Stones,Angry,226735
The Rolling Stones,Anybody Seen My Baby? - Remastered 2009,271160
The Rolling Stones,Around And Around,1416
The Rolling Stones,As Tears Go By - Mono Version,165213
The Rolling Stones,Back Of My Hand - Remastered,212400
The Rolling Stones,Back Street Girl,207040
The Rolling Stones,Beast Of Burden - Remastered 1994,265173
The Rolling Stones,Before They Make Me Run - Remastered,3521
The Rolling Stones,Bitch - 2009 Mix,217093
The Rolling Stones,Bitch - Extended Version,352600
The Rolling Stones,Bitch - Live,285866
The Rolling Stones,Bite My Head Off,211597
The Rolling Stones,Blinded By Love - Remastered,276973
The Rolling Stones,Blow With Ry,183357
The Rolling Stones,Blue Turns To Grey,148813
The Rolling Stones,Brown Sugar,229226
The Rolling Stones,Brown Sugar - 2005 Digital Remaster,229626
The Rolling Stones,Brown Sugar - Live,193733
The Rolling Stones,Brown Sugar - Live At University Of Leeds / 1971,284013
The Rolling Stones,Brown Sugar - Remastered 2009,230246
The Rolling Stones,Can I Get A Witness,176080
The Rolling Stones,Can You Hear The Music - Remastered,331706
The Rolling Stones,Can't You Hear Me Knocking - 2009 Mix,436000
The Rolling Stones,Carol,154080
The Rolling Stones,Carol - Live,226480
The Rolling Stones,Casino Boogie,214466
The Rolling Stones,Charlie's Intro To Little Red Rooster - Live,32946
The Rolling Stones,Child Of The Moon,189653
The Rolling Stones,Child Of The Moon (rmk) - (Original Single Mono Version),192306
The Rolling Stones,Citadel - Remastered 2017 / Stereo,170840
The Rolling Stones,Claudine,1133
The Rolling Stones,Come On - Mono,697
The Rolling Stones,Come On - Mono Version,108493
The Rolling Stones,Coming Down Again - Remastered,354173
The Rolling Stones,Complicated,194960
The Rolling Stones,Confessin' The Blues,167226
The Rolling Stones,Congratulations - Mono Version,147826
The Rolling Stones,Connection,127946
The Rolling Stones,Continental Drift - Remastered,314266
The Rolling Stones,"Cool, Calm And Collected",255120
The Rolling Stones,Country Honk,187466
The Rolling Stones,Dance (pt 1) - Remastered,263226
The Rolling Stones,Dance Little Sister,54628
The Rolling Stones,Dance Little Sister - 2005 Digital Remaster,250226
The Rolling Stones,Dance Little Sister - Remastered,251706
The Rolling Stones,Dancing With Mr. D,293253
The Rolling Stones,"Dancing With Mr. D - Live At The Gelredome, Arnhem",276840
The Rolling Stones,Dandelion,227866
The Rolling Stones,Dandelion - (Original Single Mono Version),56616
The Rolling Stones,Dead Flowers - 2009 Mix,244533
The Rolling Stones,Dead Flowers - Live / Remastered 2009,2007
The Rolling Stones,Dead Flowers - Live At University Of Leeds / 1971,242173
The Rolling Stones,Dear Doctor - 50th Anniversary Edition,201946
The Rolling Stones,Depending On You,243001
The Rolling Stones,Dirty Work - Remastered,232866
The Rolling Stones,Don't Lie To Me,120333
The Rolling Stones,Doncha Bother Me,161186
The Rolling Stones,Doo Doo Doo Doo Doo (Heartbreaker),206466
The Rolling Stones,Doom And Gloom,238546
The Rolling Stones,Down Home Girl,251746
The Rolling Stones,Down The Road Apiece,176026
The Rolling Stones,Downtown Suzie,232066
The Rolling Stones,Dreamy Skies,278136
The Rolling Stones,Driving Me Too Hard,196301
The Rolling Stones,Each And Every Day Of The Year,167640
The Rolling Stones,Emotional Rescue - Remastered 2009,340480
The Rolling Stones,Empty Heart,156946
The Rolling Stones,Everybody Needs Somebody To Love (Finale) - Live,3560
The Rolling Stones,Everybody Needs Somebody To Love - Live,13622
The Rolling Stones,Factory Girl - 50th Anniversary Edition,129933
The Rolling Stones,Family,244680
The Rolling Stones,Far Away Eyes - Remastered,263960
The Rolling Stones,Fight - Remastered,127769
The Rolling Stones,Fingerprint File - Remastered,393333
The Rolling Stones,Flight 505,207093
The Rolling Stones,Following The River,291693
The Rolling Stones,Fool To Cry - Remastered 2009,305920
The Rolling Stones,Get Close,250723
The Rolling Stones,Get Off Of My Cloud - Mono Version,175080
The Rolling Stones,Gimme Shelter,270773
The Rolling Stones,Gomper - Mono,310200
The Rolling Stones,Gomper - Remastered 2017 / Stereo,1572
The Rolling Stones,Grown Up Wrong,125533
The Rolling Stones,Had It With You - Remastered,198266
The Rolling Stones,Hand Of Fate - Remastered,268440
The Rolling Stones,Hang Fire - Remastered,141093
The Rolling Stones,Happy,184626
The Rolling Stones,Happy - 2009 Mix,185933
The Rolling Stones,Harlem Shuffle,205200
The Rolling Stones,Harlem Shuffle - Remastered 2009,953
The Rolling Stones,Hate To See You Go,200786
The Rolling Stones,"Have You Seen Your Mother, Baby, Standing In The Shadow? - Mono Version",154000
The Rolling Stones,Heart Of Stone,227066
The Rolling Stones,Heart Of Stone - Stereo Version / Remastered 2002,169093
The Rolling Stones,Heaven - Remastered,262400
The Rolling Stones,Hide Your Love - 2020,251826
The Rolling Stones,Hide Your Love - Remastered,251826
The Rolling Stones,Hitch Hike - Remastered 2002,145640
The Rolling Stones,Honest I Do,129800
The Rolling Stones,Honky Tonk Women,182706
The Rolling Stones,Honky Tonk Women - Live At The Roundhouse / 1971,197109
The Rolling Stones,Honky Tonk Women - Mono Version,1902
The Rolling Stones,How Can I Stop - Remastered,84544
The Rolling Stones,I Am Waiting,190933
The Rolling Stones,I Can't Be Satisfied,207573
The Rolling Stones,I Don't Know Why (Aka Don't Know Why I Love You),180666
The Rolling Stones,I Go Wild - Remastered,264000
The Rolling Stones,I Got The Blues - 2009 Mix,233693
The Rolling Stones,I Just Want To Make Love To You - Mono Version,137666
The Rolling Stones,I Just Want To See His Face,172626
The Rolling Stones,I Wanna Be Your Man - Mono Version,1153
The Rolling Stones,I Want To Be Loved - Mono Version,111560
The Rolling Stones,I'd Much Rather Be With The Boys,131506
The Rolling Stones,I'm A King Bee,156146
The Rolling Stones,I'm Alright - Live,142813
The Rolling Stones,I'm Going Down,78228
The Rolling Stones,I'm Moving On - Live,132213
The Rolling Stones,I've Been Loving You Too Long - Live,11349
The Rolling Stones,If You Really Want To Be My Friend - Remastered,376293
The Rolling Stones,In Another Land,172373
The Rolling Stones,In Another Land - Remastered 2017 / Stereo,195280
The Rolling Stones,Interlude A La El Hopo / Loveliest Night Of The Year,125982
The Rolling Stones,It Hurts Me Too,314373
The Rolling Stones,It's Not Easy,176266
The Rolling Stones,It's Only Rock'n'Roll (But I Like It) - Remastered 2009,307440
The Rolling Stones,Jigsaw Puzzle - 50th Anniversary Edition,366880
The Rolling Stones,Jiving Sister Fanny,203600
The Rolling Stones,Jumpin' Jack Flash,222933
The Rolling Stones,Jumpin' Jack Flash - Mono Version,223289
The Rolling Stones,Just Your Fool,136426
The Rolling Stones,Lady Jane - Live,16502
The Rolling Stones,Lady Jane - Mono Version,188080
The Rolling Stones,"Laugh, I Nearly Died - Remastered",1197
The Rolling Stones,Let It Bleed,327880
The Rolling Stones,Let It Bleed - Remastered 2019,327826
The Rolling Stones,Let It Loose,317173
The Rolling Stones,Let Me Down Slow - Remastered,255133
The Rolling Stones,Let Me Go - Remastered,176424
The Rolling Stones,Let's Spend The Night Together,215920
The Rolling Stones,Little By Little - Mono Version,159706
The Rolling Stones,Little Red Rooster - Live,155600
The Rolling Stones,Little Red Rooster - Mono Version,185786
The Rolling Stones,Live By The Sword,239001
The Rolling Stones,Live With Me,213133
The Rolling Stones,Living In A Ghost Town,17731
The Rolling Stones,Long Long While - Mono,183746
The Rolling Stones,Long Long While - Mono Version / Remastered 2002,180626
The Rolling Stones,Look What You've Done - Mono Version,135733
The Rolling Stones,Love In Vain,259106
The Rolling Stones,Love In Vain - Live / Remastered 2009,331440
The Rolling Stones,Love In Vain - Live At The Roundhouse / 1971,402000
The Rolling Stones,Love In Vain - Live At University Of Leeds / 1971,388453
The Rolling Stones,Love Is Strong - Remastered 2009,228866
The Rolling Stones,Loving Cup,264266
The Rolling Stones,Loving Cup - Alternate Take,325600
The Rolling Stones,Memo From Turner,164986
The Rolling Stones,Mercy Mercy - Remastered 2002,164706
The Rolling Stones,Mess It Up,243687
The Rolling Stones,Midnight Rambler,412760
The Rolling Stones,"Midnight Rambler - Live From Madison Square Garden, New York/1969",544386
The Rolling Stones,Miss Amanda Jones,166880
The Rolling Stones,Miss You - Remastered,288666
The Rolling Stones,Mona (I Need You Baby),214693
The Rolling Stones,Monkey Man,251453
The Rolling Stones,Moonlight Mile - 2009 Mix,357200
The Rolling Stones,Mother's Little Helper,165173
The Rolling Stones,My Obsession,196826
The Rolling Stones,No Expectations,234506
The Rolling Stones,No Expectations - 50th Anniversary Edition,237000
The Rolling Stones,No Expectations - Remastered 2018,253613
The Rolling Stones,No Use In Crying - Remastered,205173
The Rolling Stones,Not Fade Away - Mono Version,107720
The Rolling Stones,Now I've Got A Witness,151813
The Rolling Stones,Off The Hook - Mono Version,154280
The Rolling Stones,"Oh No, Not You Again - Remastered",2133
The Rolling Stones,On With The Show - Mono,8795
The Rolling Stones,One Hit (To The Body) - Remastered,283893
The Rolling Stones,Out Of Time - Edit Version,221306
The Rolling Stones,Out Of Time - Strings Version,202440
The Rolling Stones,"Paint It, Black",202266
The Rolling Stones,Parachute Woman - 50th Anniversary Edition,140146
The Rolling Stones,Petrol Blues,95626
The Rolling Stones,Play With Fire - Mono Version,133320
The Rolling Stones,Please Go Home,197333
The Rolling Stones,Plundered My Soul,238866
The Rolling Stones,Poison Ivy - Version 2,126453
The Rolling Stones,Pretty Beat Up - Remastered,159637
The Rolling Stones,Prodigal Son - 50th Anniversary Edition,171946
The Rolling Stones,Respectable - Remastered,187440
The Rolling Stones,Ride 'Em On Down,24853
The Rolling Stones,Ride On Baby,172600
The Rolling Stones,Rip This Joint,143293
The Rolling Stones,Rocks Off,271933
The Rolling Stones,Rolling Stone Blues,161999
The Rolling Stones,Rough Justice - Live,4928
The Rolling Stones,Route 66,140400
The Rolling Stones,Ruby Tuesday,196493
The Rolling Stones,Salt Of The Earth - 50th Anniversary Edition,289533
The Rolling Stones,Salt Of The Earth - Remastered 2018,4067
The Rolling Stones,Send It To Me - Remastered,178892
The Rolling Stones,Shake Your Hips,179000
The Rolling Stones,Shattered - Remastered 2005,22130
The Rolling Stones,She Said Yeah - Remastered 2002,94013
The Rolling Stones,She Was Hot - Remastered,281173
The Rolling Stones,She's A Rainbow,253720
The Rolling Stones,She's A Rainbow - Full Version / With Intro,1276
The Rolling Stones,She's So Cold - Remastered,2668
The Rolling Stones,Shine A Light,256826
The Rolling Stones,Short And Curlies - Remastered,163466
The Rolling Stones,Silver Train - 2020,4671
The Rolling Stones,Silver Train - Remastered,266266
The Rolling Stones,Sing This All Together (See What Happens) - Mono,52103
The Rolling Stones,Sister Morphine - 2009 Mix,331626
The Rolling Stones,Sittin' On A Fence,182853
The Rolling Stones,Slave - Remastered,392800
The Rolling Stones,Slipping Away - Live / Remastered 2009,15243
The Rolling Stones,So Divine (Aladdin Story),271666
The Rolling Stones,Some Girls - Remastered,276933
The Rolling Stones,Somethings Just Stick In Your Mind,40958
The Rolling Stones,Soul Survivor,228840
The Rolling Stones,Soul Survivor - Alternate Take,1289
The Rolling Stones,Star Star,265133
The Rolling Stones,Star Star - 2020,263666
The Rolling Stones,Star Star - Remastered,263666
The Rolling Stones,Start Me Up - Remastered 2009,213066
The Rolling Stones,Stoned - (Original Single Mono Version),128853
The Rolling Stones,Stray Cat Blues - 50th Anniversary Edition,1621
The Rolling Stones,Stray Cat Blues - Live,227120
The Rolling Stones,Stray Cat Blues - Live At University Of Leeds / 1971,254026
The Rolling Stones,Street Fighting Man - 50th Anniversary Edition,195146
The Rolling Stones,Stupid Girl,174760
The Rolling Stones,Suck On The Jugular - Remastered,266533
The Rolling Stones,Summer Romance - Remastered,196173
The Rolling Stones,"Surprise, Surprise",151746
The Rolling Stones,"Surprise, Surprise - Mono Version / Remastered 2002",149706
The Rolling Stones,Susie Q,110986
The Rolling Stones,Sway - 2009 Mix,232533
The Rolling Stones,Sweet Black Angel,177666
The Rolling Stones,Sweet Neo Con - Remastered,273960
The Rolling Stones,Sweet Sounds Of Heaven (feat. Lady Gaga),442669
The Rolling Stones,Sweet Sounds Of Heaven (feat. Lady Gaga) - Edit,3867
The Rolling Stones,Sweet Virginia,266560
The Rolling Stones,Sweet Virginia - Live / Remastered 2009,252615
The Rolling Stones,Sympathy For The Devil - 50th Anniversary Edition,378146
The Rolling Stones,Sympathy For The Devil - Live,411866
The Rolling Stones,Take It Or Leave It,167306
The Rolling Stones,Tallahassee Lassie,157093
The Rolling Stones,Tell Me,245266
The Rolling Stones,Tell Me - Full Version / Mono Version,227400
The Rolling Stones,Tell Me - Mono,229533
The Rolling Stones,Tell Me Straight,176872
The Rolling Stones,The Boudoir Stomp,315852
The Rolling Stones,The Lantern - Remastered 2017 / Stereo,263560
The Rolling Stones,The Last Time - Mono Version,935
The Rolling Stones,The Singer Not The Song - Mono Version,142186
The Rolling Stones,The Under Assistant West Coast Promotion Man - Edit / Mono Version,187346
The Rolling Stones,Think,189453
The Rolling Stones,This Place Is Empty - Remastered,25472
The Rolling Stones,Tie You Up (The Pain Of Love) - Remastered,1557
The Rolling Stones,Till The Next Goodbye - Remastered,276826
The Rolling Stones,Time Is On My Side - (Original Single Mono Version),171760
The Rolling Stones,Time Is On My Side - Live,168733
The Rolling Stones,Time Is On My Side - Mono Version,179133
The Rolling Stones,Time Is On My Side - Mono Version / Organ Intro,172693
The Rolling Stones,Title 5,107426
The Rolling Stones,Too Rude - Remastered,1326
The Rolling Stones,Tops - Remastered,226773
The Rolling Stones,Torn And Frayed,257240
The Rolling Stones,Try A Little Harder,137226
The Rolling Stones,Tumbling Dice - 2005 Digital Remaster,0
The Rolling Stones,Tumbling Dice - 2009 Mix,226240
The Rolling Stones,Turd On The Run,157173
The Rolling Stones,Under My Thumb,221533
The Rolling Stones,Undercover (Of The Night) - Remastered 2009,220319
The Rolling Stones,Ventilator Blues,204573
The Rolling Stones,Waiting On A Friend,182489
The Rolling Stones,Waiting On A Friend - Remastered 2009,274226
The Rolling Stones,Walking The Dog,189186
The Rolling Stones,We Love You,861
The Rolling Stones,We Love You - Single Version/Mono,276960
The Rolling Stones,We Want The Stones - Live,12720
The Rolling Stones,We're Wastin' Time,161960
The Rolling Stones,What To Do - Mono Version,152546
The Rolling Stones,When The Whip Comes Down - Remastered,260960
The Rolling Stones,Where The Boys Go - Remastered,209373
The Rolling Stones,Who's Been Sleeping Here?,235333
The Rolling Stones,Whole Wide World,238150
The Rolling Stones,Wild Horses - 2005 Digital Remaster,340466
The Rolling Stones,Wild Horses - 2009 Mix,341773
The Rolling Stones,Wild Horses - Live / Remastered 2009,1402
The Rolling Stones,Winning Ugly - Remastered,271666
The Rolling Stones,Winter - Remastered,329400
The Rolling Stones,You Can Make It If You Try,121680
The Rolling Stones,You Can't Always Get What You Want,448720
The Rolling Stones,You Can't Always Get What You Want - (Original Single Mono Version),14316
The Rolling Stones,You Can't Always Get What You Want - Remastered 2018,263986
The Rolling Stones,You Can't Always Get What You Want - Remastered 2019,36246
The Rolling Stones,You Can't Catch Me,219493
The Rolling Stones,You Can’t Always Get What You Want - Live,33197
The Rolling Stones,You Got The Silver,170373
The Rolling Stones,You Got The Silver - Remastered 2019,170973
The Rolling Stones,You Gotta Move - 2009 Mix,152106
The Rolling Stones,You Win Again,180280
The Smashing Pumpkins,Bullet With Butterfly Wings - Remastered 2012,3682
The Smoke,My Friend Jack,22849
The Spencer Davis Group,Keep On Running - Mono Version,166573
The Spyrals,Calling Out Your Name,214600
The Spyrals,Disguise,146760
The Spyrals,Eyes Filled with Gold,179226
The Spyrals,Lonely Eyes,4800
The Spyrals,The Rain,2044
The Steampacket,Cry Me A River,166066
The Stone Roses,Waterfall - Remastered,1863
The Stooges,Down on the Street - 2005 Remaster,223760
The Stooges,I Wanna Be Your Dog - 2019 Remaster,192324
The Strokes,You Only Live Once,121155
The Style Council,Mick's Blessings,76800
The Three O'Clock,In My Own Time,37304
The Tony Williams Lifetime,Emergency,575733
The Tornados,Telstar,198800
The Tubes,Say Hey,23256
The Tubes,TV Is King,4331
The Unknown Cases,Masimbabele,5966
The Vaughan Brothers,Hillbillies from Outerspace,876
The Velvet Underground,I'm Waiting For The Man,279520
The Velvet Underground,Oh! Sweet Nuthin' - 2015 Remaster,445186
The Velvet Underground,Pale Blue Eyes,339533
The Velvet Underground,Rock & Roll - Full Length Version; 2015 Remaster,283000
The Velvet Underground,Stephanie Says,1389
The Velvet Underground,Sunday Morning,175893
The Velvet Underground,Sweet Jane,197826
The Velvet Underground,Venus In Furs,312253
The Ventures,Pipeline,138426
The Wailers,Small Axe,4238
The Waterboys,Spirit - 2004 Remaster,1829
The West Coast Pop Art Experimental Band,Buddha,114296
The West Coast Pop Art Experimental Band,If You Want This Love,172666
The West Coast Pop Art Experimental Band,Shifting Sands,234600
The West Coast Pop Art Experimental Band,Smell of Incense,351933
The White Stripes,Apple Blossom,9578
The White Stripes,Blue Orchid,157560
The White Stripes,"Girl, You Have No Faith In Medicine",197733
The White Stripes,Hotel Yorba,130333
The White Stripes,I Just Don't Know What to Do With Myself,19775
The Who,1921,169041
The Who,Anyway Anyhow Anywhere - Stereo Version,163979
The Who,Armenia City In The Sky - Mono Version,226173
The Who,Baba O'Riley,300400
The Who,Ball and Chain,45384
The Who,Bargain,333586
The Who,Behind Blue Eyes,1896
The Who,Eminence Front,339106
The Who,Eminence Front - Live,343600
The Who,Getting In Tune,288453
The Who,I Can See For Miles - Mono Version,247306
The Who,I Can't Explain - Stereo Version,125967
The Who,I'm Free,1916
The Who,I'm One,157853
The Who,"Imagine A Man - Live At Wembley, UK / 2019",273613
The Who,It's A Boy,38556
The Who,Join Together,264440
The Who,Love Ain't For Keeping,130720
The Who,Love Reign O'er Me,347666
The Who,Magic Bus - Live,6098
The Who,Magic Bus - Mono Edit,202666
The Who,Mary - Alternative Mix / Remastered 2022,259000
The Who,My Generation - Stereo Version,198706
The Who,Pictures Of Lily,162760
The Who,Pictures Of Lily - Single Mix / Mono Version,11017
The Who,Pinball Wizard,180943
The Who,Quadrophenia,373133
The Who,Rael - Pt.1 & Pt.2 / Track Records Run Out Groove / Mono Version,352786
The Who,Silas Stingy - Mono Version,181106
The Who,Slip Kid,271733
The Who,Someone's Coming - UK Single Mix / Mono Version,154557
The Who,Sparks,31513
The Who,The Ox,233093
The Who,The Real Me,200706
The Who,The Seeker - Edit,190373
The Who,The Seeker - Original Single A-Side Mix,192493
The Who,Trick Of The Light,287706
The Who,Who Are You,381626
The Who,Won't Get Fooled Again - Original Album Version,4489
The Who,You Better You Bet,336560
The Who,Young Man Blues - Live,351840
The Yardbirds,Crying Out For Love,276333
The Yardbirds,For Your Love - 2015 Remaster,150626
The Yardbirds,Happenings Ten Years Time Ago - Mono,176626
The Yardbirds,Heart Full of Soul - 2015 Remaster,147893
The Yardbirds,Hot House of Omagararshid - Mono,1211
The Yardbirds,I Ain't Got You - 2015 Remaster,2414
The Yardbirds,Jeff's Boogie - Mono,5282
The Yardbirds,Knowing That I'm Losing You (Tangerine),174746
The Yardbirds,Over Under Sideways Down (Stereo Version) - Remastered,143520
The Yardbirds,"Stroll On (From ""Blow Up"") - 2015 Remaster",166213
The Yardbirds,The Nazz Are Blue,195760
The Yardbirds,The Nazz Are Blue - Stereo,186493
The Yardbirds,The Train Kept A-Rollin' - 2015 Remaster,208493
The Yardbirds,Turn into Earth - Mono,191160
The Yardbirds,White Summer - 2003 Remaster,236466
The Young Rascals,You Better Run - Single Version; Mono,149702
The Zodiac,Aries - The Fire Fighter,196466
The Zodiac,Cancer - The Moon Child,3251
The Zodiac,Capricorn - The Uncapricious Climber,212666
The Zodiac,Gemini - The Cool Eye,171973
The Zodiac,Leo - The Lord of Lights,154693
The Zodiac,Libra - The Flower Child,212800
The Zodiac,Scorpio - The Passionate Hero,9816
The Zodiac,Taurus - The Voluptuary,221893
The Zodiac,Virgo - The Perpetual Perfectionist,1532
